title,price,district,location,link,region_clean,house_type,year_built,floor,ceiling_height,complex,condition,area,description
3-комнатная квартира · 65 м² · 9/9 этаж,17 500 000 〒,,Абая 49/4 — Ул.Абая и ул.Ауэзова,https://krisha.kz/a/show/694881326,,панельный,1991,9 из 9,2.8 м,,свободная планировка,"65 м², Площадь кухни — 8.5 м²","Пластиковые окна, улучшенная, комнаты изолированы, новая сантехника, тихий двор, кондиционер.

продам 3-х комнатную квартиру в центре города, 5А мкр ул. Абая 49. 
В подъезде установлено видеонаблюдение, хорошие соседи. 
Во дворе имеется парковка. 
Квартира чистая и уютная, общей площадью 65кв. м, спальни изолированы. 
Произведена перепланировка, зал и коридор объединены, что даёт больше простора в квартире. Объединены кладовка и ванная комната, что делает ванную комнату больше и удобнее, теплый пол даёт приятные ощущения ногам. В квартире на полу ламинат, в кухне линолеум, окна пластиковые, батареи частично новые, потолки натяжные и гипсокартонные, заезжай и живи. По желанию можно поменять обои, капитальный ремонт не требуется. В квартире остаётся встроенная мебель и бытовая техника (кондиционер, водонагреватель и стиральная машина, кух. плита, камин, шкафы и угловой диван) На верхних этажах боле чистый и свежий воздух. Чем выше квартира тем больше света и открывается красивый вид из окна. Не гудят машины под окнами, весь шум с городских улиц прилетает на 1 и 2 этажи. Лифт вас легко доставит на верх и это значительно легче, чем пешком подниматься на четвертый или третий этаж пешком. Крыша надёжна закрыта на замок и находится под обслуживанием Alma TV. Детей удобно водить в сад, школу и на секции ведь 
рядом с домом музыкальная школа, спортшкола Жасыбай, детские сады N 1 и 23, школы N26 и 24, торговые дома Сары АРКа, Сеним, Балашак, Максимол и т.д. 
Пишите, звоните по номеру торг уместен. 
В подарок покупателю ковёр."
3-комнатная квартира · 72 м² · 1/6 этаж,20 000 000 〒,,Абая,https://krisha.kz/a/show/690389587,,панельный,1991,1 из 6,2.8 м,,свежий ремонт,72 м²,"Пластиковые окна, удобно под коммерцию.

Продается квартира не угловая, окна пластиковые, Ремонт в отличном состоянии. 
Локация отличная, в самом центре города, район 5А. Двор тихий, есть футбольное поле, детская площадка. В шаговой доступности находятся Спорткомплекс Жасыбай, Музыкальная школа, “Happy cake”, Рынки, торговые дома, Садики, 26 школа. квартира находится на первом этаже. Дом шестиэтажный. 
цена 20.8 🍋 тенге. 
Торг есть. 
звоните/пишите"
2-комнатная квартира · 48.6 м² · 4/5 этаж,13 000 000 〒,,Б. Момышулы 94,https://krisha.kz/a/show/760454486,,панельный,1981,4 из 5,2.4 м,,"не новый, но аккуратный ремонт",48.6 м²,"Квартира светлая, теплая. Везде стоят стеклопакеты. Два застекленных балкона, имеются шкафы по два на каждом из балконов. Установлен бойлер и кондиционер. В кухне установлен электрический теплый пол. По поводу мебели и бытовой техники договоримся."
2-комнатная квартира · 50.6 м² · 4/9 этаж,15 500 000 〒,,Ауэзова 9 мкр,https://krisha.kz/a/show/760635031,,,1991,4 из 9,,,,50.6 м²,"Пластиковые окна, неугловая, улучшенная, комнаты изолированы, новая сантехника, счётчики.

2Х КОМНАТНАЯ КВАРТИРА 4 ЭТАЖ / 9 ЭТ. ДОМЕ, УЛУЧШЕННОЙ ПЛАНИРОВКИ, НЕ УГЛОВАЯ, СВЕТЛАЯ, СОЛНЕЧНАЯ СТОРОНА. В КВАРТИРЕ ТЕПЛО И УЮТНО. Без долгов. Готовый пакет документов. 9 мкр. УЛ. АУЭЗОВА 91. Домофон, видеокамеры на этажах, лифт работает круглосуточно. Рядом школа, колледж, институт, дет. / сад., игровая площадка, большой супермаркет, магазины, аптеки, салоны красоты. В 500 метрах парк. Удобная транспортная развязка по всем направлениям. В шаговой доступности автобусные остановки. Звоните."
1-комнатная квартира · 36 м² · 4/4 этаж,5 100 000 〒,,Бауыржан момышулы 24 — Горсет,https://krisha.kz/a/show/1000410697,,кирпичный,1966,4 из 4,2.5 м,,,36 м²,"продам квартиру 1ком дом теплый пластик, натяжные, линолеум 
рядом горсет центр 
торг уместен 
но болкон нету и не общяга"
3-комнатная квартира · 60.4 м² · 3/5 этаж,15 000 000 〒,,Королева 96,https://krisha.kz/a/show/698430344,,панельный,1979,3 из 5,2.5 м,,,60.4 м²,"косметический ремонт, комнаты изолированы, сан. узел раздельный, имеются все счётчики, без долгов, вся инфраструктура (2 школы, 2 я/сада, поликлиника, ТЦ Smoll) в шаговой доступности."
4-комнатная квартира · 100.3 м² · 3/3 этаж,28 000 000 〒,,Габбаса Сагиденова — Прокуратура,https://krisha.kz/a/show/698433237,,кирпичный,1979,3 из 3,2.7 м,,"не новый, но аккуратный ремонт","100.3 м², Площадь кухни — 13.6 м²","Дом 12-квартирный. 
В квартире выполнена перепланировка, оформлен технический паспорт. 
Квартира тёплая, светлая, потолки 2, 7м. Комнаты изолированные. 
В квартире установлены металлическая дверь, сигнализация, кондиционер, стиральная машина, холодильник, телевизор, счетчики воды, фильтр очистки воды. 
Встроенные прихожая и кухня. В кухне большой обеденный стол и 6 стульев. 
Отдельная вместительная гардеробная. 
Большая ванная комната. 
В спальне гарнитур, кровать с мягким матрасом. 
В кабинете книжный шкаф на всю стену. 
Диван и тумбовые столы из кабинета проданы. 
Застекленный балкон. 
Застекленная лоджия со встроенным шкафом. 
На всех окнах кованные решетки. 
Крыша отремонтирована. Подвал сухой. 
Красивый вид из окон. Через дорогу от дома ухоженный паРК, фитнес-клуб «Олимп» и ресторан Ел-Тау (бывший Акку-клуб), во дворе новая детская площадка. СШ N6 в шаговой доступности. 
Дом тихий, соседи доброжелательные. 
Район не шумный, спокойный, освещенный по ночам. 
Цена 28 000 000 тенге. Торг"
4-комнатная квартира · 62 м² · 5/5 этаж,25 000 000 〒,,Кешілер 13 — Машһұр Жусуп,https://krisha.kz/a/show/762068200,,панельный,1969,5 из 5,2.5 м,,,"62 м², Площадь кухни — 5.3 м²",Пластиковые окна.
3-комнатная квартира · 59 м² · 5/5 этаж,13 000 000 〒,,Беркембаева 190 А — За магазином Уголек,https://krisha.kz/a/show/1000389723,,панельный,1985,5 из 5,3 м,,,"59 м², Площадь кухни — 7 м²","Пластиковые окна, неугловая, встроенная кухня, новая сантехника, кладовка, счётчики, тихий двор.

Продам квартиру. Полностью с мебелью и бытовой техникой. Обмен на 4 или 5 комнатную квартиру с моей доплатой."
4-комнатная квартира · 128 м² · 2/2 этаж,38 000 000 〒,,Алия Молдагулова 75/1 — Наурыз Алия Молдагулова,https://krisha.kz/a/show/693968510,,кирпичный,2023,2 из 2,2.8 м,,черновая отделка,"128 м², Площадь кухни — 16 м²","Продам квартиру в элитном доме. 
Закрытая территория с гаражом. 
В черновой отделкой. Квартира двух этажная. 
адрес: Алия Молдагулова 75/1(бывшая улица Новоселова) Стоимость 37млн на обмен 40млн, рассмотрим варианты ."
3-комнатная квартира · 61.7 м² · 5/5 этаж,13 600 000 〒,,Беркимбаева 182а,https://krisha.kz/a/show/1000218716,,панельный,1985,5 из 5,2.5 м,,,"61.7 м², Площадь кухни — 7 м²","Продам 3-х комнатную квартиру по адресу ул. Беркимбаева 182А. Общая площадь 61, 7 кв/м. Этаж 5/5. Дом 1985 года постройки. 
 
Квартира светлая, удобная. Кладовая и прихожая. Санузел ванна раздельное. Кухонный гарнитур, варочная плита-духовка, тахта, комнатный шкаф, гардины, шторы, диван, титан, сигнализация, телефон, интернет. Чистый подъезд. 
 
Хорошие дружелюбные соседи. Рядом школа, детский сад, большой магазин и мелкие. Ипотека рассматривается. В квартире прожили с 1997 г. Без долгов и не в залоге. От квартиры не избавляемся, переехали в другой город. Видео квартиры личном пришлём"
3-комнатная квартира · 83.4 м² · 2/2 этаж,12 100 000 〒,,Абая 136,https://krisha.kz/a/show/694636703,,кирпичный,1955,2 из 2,3.2 м,,свежий ремонт,"83.4 м², Площадь кухни — 8.8 м²","Пластиковые окна, улучшенная, комнаты изолированы, встроенная кухня, новая сантехника, кладовка, счётчики, тихий двор, кондиционер.

Ремонт делали для себя, состояние квартиры очень хорошее, квартира очень теплая, хорошие соседи, тихий двор. Во дворе новая детская площадка. (Гараж продается отдельно)"
3-комнатная квартира · 61.5 м² · 5 этаж,14 600 000 〒,,Ауэзова 93,https://krisha.kz/a/show/697981115,,панельный,1987,5,2.7 м,,"не новый, но аккуратный ремонт","61.5 м², Площадь кухни — 8.7 м²","Пластиковые окна, комнаты изолированы, кладовка, счётчики, тихий двор.

Продается квартира в самом центре города. Удобная развязка, в шаговой доступности школа и детский сад. 
Все документы в порядке, проходит под ипотеку. 
Тихие соседи, тихий район. 
 
Продается в связи с переездом в другой город. Есть торг."
4-комнатная квартира · 75.6 м² · 5/5 этаж,19 500 000 〒,,Кеншилер 121 — Пересечение Энергетиков/Кеншилер,https://krisha.kz/a/show/762316888,,панельный,1980,5 из 5,2.6 м,,"не новый, но аккуратный ремонт",75.6 м²,"Пластиковые окна, улучшенная, комнаты изолированы, новая сантехника, кладовка, счётчики, тихий двор, кондиционер.

Квартира составляет 75, 6 кв м. угловая 5 этаж. В 2023 году был произведен косметический ремонт, установлены натяжные потолки, пластиковые окна, полностью новая проводка, в 2024 году осенью была сделана модернизация крыши. В квартире так же имеется кладовая, так же как и на балконе. Дом очень теплый не смотря на угловое положение, круглый год открыты окна, квартира не в ипотеке, и не в залоге, также 3 месяца назад был проведен ремонт во всем подъезде. Соседи дружелюбные. Все документы в порядке. Также при покупке квартиры к ней идет дача на Горняке 8 соток (имеется домик, виноград, малина, клубника, яблоня, груша) Также рассматриваем обмен на частный дом. 
В квартире мы проживали 11 лет у нас многодетная семья квартира очень уютная, светлая, самые счастливые моменты происходили именно тут. Продаем в связи с расширением."
2-комнатная квартира · 50 м² · 9/9 этаж,11 000 000 〒,,Машхур Жусуп 64,https://krisha.kz/a/show/762024629,,панельный,1985,9 из 9,,,,50 м²,"Продается уютная 2-комнатная квартира в самом центре Экибастуза по адресу улица Машхур Жусупа, 64, расположенная на 9 этаже. Эта светлая и просторная квартира идеально подойдет для комфортной жизни как для семей, так и для молодых специалистов. 
- 9 эт— высокий этаж обеспечивает живописный вид и приятное освещение в квартире. 
- Квартира предлагает достаточно места для создания уютного домашнего пространства. 
- В непосредственной близости находятся школы и детские сады, что удобно для семей с детьми. 
- Поликлиника №1 расположена рядом, что гарантирует доступ к медицинским услугам. 
- В округе находятся такие магазины, как ""Смолл"", ""Шахтер"", ""Пирамида"", ""Достык"" и ""Камила"", что делает повседневные покупки легкими и удобными. 
- Автобусные остановки в нескольких минутах ходьбы обеспечивают разнообразные транспортные маршруты по городу. 
 
Не упустите шанс стать владельцем этой замечательной квартиры в центре города! Звоните прямо сейчас для получения дополнительной информации и организации просмотра. Ваш новый дом ждет вас!"
3-комнатная квартира · 60 м² · 4/5 этаж,11 000 000 〒,,Абая 91 — Абая/Торайгырова,https://krisha.kz/a/show/760008947,,,1987,4 из 5,,,,60 м²,"Срочно продам или меняю 3 комнатную квартиру. Дом теплый. распашонка. Торг есть. Или меняю на 1 ком в Астане, косшы, пригрод, илинке. итд"
3-комнатная квартира · 59.5 м² · 5/5 этаж,12 500 000 〒,,Момышулы 111,https://krisha.kz/a/show/698053297,,кирпичный,1981,5 из 5,,,свежий ремонт,59.5 м²,"Пластиковые окна, неугловая, тихий двор.

Продам свою трехкомнатную квартиру площадью 59, 5 кв. м., в хорошем состоянии. 
 
Квартира не угловая, теплая, сухим подвалом, широкой лестничной площадкой, большим застекленным балконом. Туалет и ванная комната раздельные. Крыша после капитального ремонта. Полностью пластиковый стеклопакет во всех комнатах. Уютный двор, огороженная детская площадка. В шаговой доступности ЦОН, магазин SMALL, школы №2, казахская гимназия для девочек №25, Специализированная школа лицей Зерде. документы в порядке, без долгов. пишите, звоните, приходите, смотрите, ответим на любой вопрос. Удачной покупки!"
2-комнатная квартира · 44.1 м² · 5/5 этаж,9 000 000 〒,рынок.,"Королева — Школа 9,11. садик, тотц сауле магазин, рынок.",https://krisha.kz/a/show/760162632,,панельный,1979,5 из 5,2.5 м,,,"44.1 м², Площадь кухни — 4.5 м²","Пластиковые окна, новая сантехника, счётчики, тихий двор.

Продам двухкомнатный квартиру в городе Экибастуз. Квартира очень тёплой, уютная, рядом аптека, детский сад, школа, магазин Сауле и так далее"
1-комнатная квартира · 29 м² · 4/5 этаж,9 000 000 〒,,Академика Марденова 15,https://krisha.kz/a/show/699778212,,панельный,1980,4 из 5,2.5 м,,"не новый, но аккуратный ремонт",29 м²,"Пластиковые окна, неугловая, кухня-студия, счётчики, тихий двор.

Продам 1-комнатную квартиру-студию на 4 этаже. Теплая, уютная, солнечная сторона, не угловая! Мебель и техника остаётся новым собственникам."
3-комнатная квартира · 66 м² · 1/5 этаж,11 000 000 〒,,Беркимбаева 168 — 22 мкр,https://krisha.kz/a/show/761679857,,панельный,1984,1 из 5,,,,66 м²,"Пластиковые окна, неугловая, кладовка, счётчики, тихий двор.

дом очень теплый продажа в связи переездом остальное по телефону"
3-комнатная квартира · 57.8 м² · 3/5 этаж,15 000 000 〒,,Королева — Маг.Дария,https://krisha.kz/a/show/762247482,,,1980,3 из 5,2.45 м,,,57.8 м²,"окна 5к профиль, пласт. трубы, новая разводка, сантехника, Алтел инет, натяжные потолки, новые батареи, теплая, окна на 2 стороны, ремонт на любителя"
1-комнатная квартира · 30 м² · 4/5 этаж,6 500 000 〒,,Матросова 9,https://krisha.kz/a/show/679639587,,панельный,1982,4 из 5,2.7 м,,"не новый, но аккуратный ремонт",30 м²,"Пластиковые окна, неугловая, кухня-студия, новая сантехника, счётчики, тихий двор.

1 ком квартира, студия, пластик окна, полностью вся проводка, сантехника заменены. Не угловая зимой тепло. МИЛИОНАМИ НЕ ТОРГУЮСЬ, сам покупаю квартиру, есть торг хороший в пределах разумного. Если не беру телефон, пишите ."
3-комнатная квартира · 67 м² · 6/9 этаж,21 000 000 〒,,М.Жусуп 72,https://krisha.kz/a/show/671552888,,панельный,1987,6 из 9,3 м,,свежий ремонт,"67 м², Площадь кухни — 13 м²","Пластиковые окна, неугловая, улучшенная, комнаты изолированы, встроенная кухня, новая сантехника, кладовка, счётчики.

3х комн квартиру кухня 13кв очень теплая с мебелью с ремонтом внизу кладовка как гараж в центре все рядом продам или меняю на2х комн с доплатой"
2-комнатная квартира · 43 м² · 1/5 этаж,8 000 000 〒,,Пшембаева 27,https://krisha.kz/a/show/695714008,,,1964,1 из 5,,,свежий ремонт,43 м²,"стоянка, рядом остановка, базар супермаркеты, тихий двор, детская площадка, возможен обмен на однокомнатную, окна выходят на две стороны."
2-комнатная квартира · 48.4 м² · 4/5 этаж,13 000 000 〒,,Шешембекова 3,https://krisha.kz/a/show/686657303,,панельный,1983,4 из 5,2.5 м,,"не новый, но аккуратный ремонт","48.4 м², Площадь кухни — 7.5 м²","Пластиковые окна, неугловая, улучшенная, комнаты изолированы, кладовка, счётчики, тихий двор.

Продам 2-х комнатную квартиру в центре города. Квартира теплая зимой, не угловая, окна выходят на две стороны, все комнаты изолированы, с/у раздельный. Во время ЧС ничего не перемерзало и не ломалось. В квартире два балкона (на кухне и в зале), большая кладовка, счётчики на хол. и гор. воду, водонагреватель на 30 литров, частично меблированная. 
В доме новая канализация и система отопления, крыша не течет, обслуживание КСК. Подъезд чистый, с пластиковыми окнами. Соседи дружные, собираем вместе на дальнейший ремонт подъезда. 
Рядом парк ""Шахтер"", хороший большой двор, в шаговой доступности школы, детские сады, больница, ТЦ и магазины."
3-комнатная квартира · 60 м² · 1/5 этаж,17 500 000 〒,,Маншук Маметовой 71 — Энергетиков,https://krisha.kz/a/show/672690667,,панельный,1987,1 из 5,,,свежий ремонт,"60 м², Площадь кухни — 9 м²","Пластиковые окна, неугловая, комнаты изолированы, новая сантехника, кладовка, счётчики, тихий двор, кондиционер.

Экологический чистый Район, расположен на юго западной части города. В квартире капитальный ремонт. Большая лоджия. Лоджия застекленная пластиком от пола до потолка, установлены роллшторы. В квартире окна пластиковые. Подвал сухой. Имеется кладовка. Рядом две школы, два садика. Остановка. Во дворе большая парковка. Двор освещается. Дом после модернизации, Отремонтированы подвал крыша, подъезд. Установленны Кондиционер, Титан. В Доме Хорошая Шумоизоляция. Торг"
